text,label
"Where to begin. This movie started out as something that seemed like a rip-off of ""Darkness Falls"". An old , disfigured woman living in the woods, giving kids presents for their teeth. Sound familiar? Then it changes. In ""Darkness Falls"", the tooth fairy only killed you if you saw her. The tooth fairy in this movie killed you no matter what. Why did they need the rocker, his hippie girlfriend or the Bubbas and their sister? I think the movie would've been fine without them. It seems like the producers sat around and decided that they needed to put extra people in the movie just so the tooth fairy would have people to kill. Although, it's nice to see a pretty blonde girl not being portrayed as a bubble-head for a change. Okay to rent, but I wouldn't suggest buying it.",0
"Angela Lansbury plays Eglantine a middle aged lady in war torn England, during the WWI. She has been studying witchcraft by mail, and has been secretly learning it in her home, she is doing well, until three children who have been separated from their parents from the last air raid, are sent to stay in Angela Lansbury's huge house. She is not happy about having them, because of her secret. They only want to go back home. The oldest boy is very hard to get along with he is a brat. The other two a boy and a girl are just inquisitive about their new place to stay and the lady that is their hostess. The kids find out about her secret and that is when the fun begins. Fun and more of it. Family fun. Laughter, frolic, adventure, something for everyone. The special effects are quite good. This is a musical the tunes are every bit as catchy to sing later as any of the other Disney films. Add this to your Family Video Library. You will not be disappointed.",1
"I wonder if there is any sense of sense in this movie. Its a big joke. Good.. Its entertaining .. You get to see the most stupid plot played very seriously in the form of a film .. I wonder which audience group this movie is basically targeted to.<br /><br />Priety (a pros) plays a surrogate mom for a happy couple Salman/Rani who want a child but can't. I wonder how it would be if this drama was a real-life take-off from a real couple's life.<br /><br />Rani appears happy with another pretty lady in her house who has been brought in to make a child for her & Salman. She cares for Priety and tries pushing her husband Salman to Preity so they may have some romance. When will the audience get fed up of Salman's nakhras.<br /><br />Though a good past-time, this movie is unbearable. Absurd.",0
"A super, unusual film from Audiard, Read My Lips is a pulpy, lonely- hearts thriller. It's perfect for the handsomely grizzled charisma of Vincent Cassel and features a marvellously contained performance from Emanuelle Devos. Devos is a recurring feature of Audiard in the same way that KArin Viard pops up for Jean-Pierre Jeunet: unconventionally beautiful (she's referred to by everyone as unattractive in this film), versatile and capable of a subordinate profile.<br /><br />This is almost the definition of her role as Carla, a put-upon office dogsbody, taunted by colleagues exploiting her deafness. Yet she finds an ami d'exploitation, if you like in Cassel's ex-con Paul. Each exploits the other's unconventional talents (theft and lip reading) to struggle through their respective situations and form an unconventionally romantic rapprochement. Devos/Audiard manage Carla's deafness and its attendant, warped inner world with discreet, stylish flair.<br /><br />In this film (2001) Audiard is already clearly in control of his handling on tension, action and investing his frame with a truly visceral experience which will become the great hit - A Prophet - of nine years later. 7/10",1
"The first episode set the bar quite high i thought. It starred William Hurt as a hit-man who is contracted to kill a toymaker. We are given very little information on his character or who is paying him to kill, indeed the episode is notable for having no dialogue at all. Returning to his modernist penthouse he is delivered a package containing toy soldiers, this gives him a smile but he dismisses it and goes about his business. But he is in for a night of hell, the soldiers are alive and are about to wage war, driving jeeps, shooting machine guns and bazookas and even flying helicopters!. The special effects are good for a TV show and it becomes quite tense as he dodges around the apartment using his wits to survive, sometimes getting the upper hand and other times not. I wont spoil the ending but suffice to say it was a clever little twist. This gave me hope for the rest of the series but i was in for a disappointment, the other episodes were all rubbish and i lost interest by the fourth one. Stephen King adaptations are always a mixed bag and these are no exception",0
"With the amount of actors they have working on the project they have a wide variety of cast. Nice starship CGI in places BUT their green screen needs some work. Anyone heard of Adobe After Effects 7, they should buy it get their keying better.<br /><br />Stories are well thought out, plenty of trek elements in this to keep it in the right context. BUT BUT the idea of two guys kissing makes me wind forward the episode. Im not homophobic but i cant help that i don't find men kissing entertaining (dont mind women). Anyway... For a fan series this is good stuff. With minor improvement in their green screen, brush up acting and some guidance ratings this series is stunning. Anyway i recommend this series to who ever enjoyed TNG and DS9.",1
"""Ruby in Paradise"" is a beautiful, coming-of-age story about a young woman, Ruby Lee Gissing, escaping her stifling roots to become herself. Although the title character is played artfully by the gorgeous Ashley Judd -- in likely her first movie role, albeit one to be quite proud of -- the emphasis is not upon becoming ""somebody,"" a la the next Madonna (whether Jesus' mother or the lurid, attention-hungry singer).<br /><br />It instead emphasizes following ones' instincts and being somewhat introspective about them, to grow into one's ideal, adult self. NOTE: This isn't an action movie!!! It uses an occasional voice-over narration (by Ms. Judd) while writing in her journal -- and oh, I see I've just lost the male half of the readers out there. But be patient with this beautiful movie, where we learn that one's bliss can be discovered in -- oh, I dunno, carrying water and chopping wood.<br /><br />Actor/director/writer Todd Field, who played Nick Nightingale in ""Eyes Wide Shut,"" co-stars as Ruby Lee's noble love interest, one who helps her heal her idea of relationships implanted from youth.<br /><br />But not even his character is the answer for Ruby Lee: There's no external hero imposed upon her. The ultimate message is that we are responsible for ourselves. Writer/director Victor Nunez, who also wrote/directed ""Ulee's Gold,"" did an amazing job showing a young woman growing into herself -- confronting age-old challenges of good v. evil along the way.<br /><br />The supporting cast is also stellar, and the music used, particularly the cuts by chanteuse Sam Phillips (whom I hear is the wife of T. Bone Burnett), is right on -- most especially ""Trying to Hold on to the Earth."" Now, when I hear the first few chords of that song, tears spring to my eyes, Pavlovian and unbidden -- not sure if it's the music, or the indelible connection to the movie's quiet, charming message of empowerment.<br /><br />This movie is highly recommended for any young person trying to find his/her way. For any woman of any age, it is a must see! The downside: It is NOT on DVD, except in Spanish. (We learned, however, that it is legal to make one copy of a VHS version, which can be readily found online. My beloved husband found someone with a VHS copy and got a DVD copy made for me.) Although this treasure of a movie occasionally pops up on-air  on an indie channel, usually  you can't count on that when you might need it most as a tonic to soothe the pressures of the world. So buy a copy for yourself.<br /><br />This movie should have a major re-release, and it would, if I were Queen of Hollywood.<br /><br />-- Figgy Jones",1
"I had initially heard of TEARS OF KALI a while back and it sounded like something I'd be into, but with all the films I have coming in on a regular basis, it kinda fell off my radar. While roaming around the local WonderBook...I spotted the box for this one and grabbed it up. I have to say I'm pretty glad I did. TEARS OF KALI is a strange, gory, sometimes downright creepy film which is somewhat constrained by it's obviously low budget - but is still an entertaining and worthwhile watch.<br /><br />TEARS OF KALI centers around the fictional India-based Taylor-Erikkson cult group, that practices meditation and other rituals in the pursuit of facing and banishing the individual's ""inner demons"" - but apparently these techniques work either all too well or not well enough (depending on your viewpoint...) as dark forces are not only exorcised, but also unleashed upon hapless victims.<br /><br />The film is told ""anthology-style"", with a short but memorable and ""eye-opening"" intro sequence, and then proceeding into the three stories that make up the bulk of the film.<br /><br />The first (SHAKTI) is about a journalist who visits one of the cult-members who is being held at a mental hospital. The journalist goes in under cover of wanting to research the Taylor-Erikkson cult, but we find that her true motives may hit a little closer to home. When the interview takes a violent turn, the journalist finds that she may have gotten in over her head...<br /><br />The second part (Devi) concerns a violent young man who is sentenced to psychological rehab in lieu of a prison sentence for beating a young man into a coma. We find that the treating doctor in question is actually a Taylor-Erikkson ""alumni"", and his rehabilitation methods are far from the norm...<br /><br />The closing story (KALI) revolves around a quack ""faith-healer"" and his assistant who perform ""miracles"" for a fee. When the healer unwittingly helps one of his clients and actually expels a force which had been possessing her, the demon is now free to roam and looking for a new host...<br /><br />I gotta say I really enjoyed TEARS OF KALI. There are some faults with the film that keep it from being truly excellent - but it is an original and ambitious film for what it is. My biggest gripe with the production is the poor and uninspired over-dubbed dialogue. The dubbing is sub-par and I would have much preferred to have a subtitled option with the original language track. Some reviewers have said the acting is poor, which I don't necessarily agree with. I think that the dubbing is so lack-luster that it makes the performances seem stunted, which isn't really the case. In fact, a few of the performances are pretty damn chilling (the ""doctor"" in the second segment, and the ""client"" in the third readily come to mind...) and notable. The gore FX are very well done for a low-budget film, with some graphic scenes of eyelid-removal-via-cuticle-scissors, a pencil-in-the-throat-suicide, some decent (but irritatingly ""shaky"") self-flaying, and a few other goodies thrown in for good measure. Not as rough as some of the more ""extreme"" gore films out there, but definitely stronger than your average horror fare. I also found the story concerning the cult-group to be intriguing and a welcome change to the typical horror-story nonsense. There are plenty of scenes of genuine atmosphere and tension, the likes of which I haven't come across in a while. Although flawed in some fundamental ways, I still think TEARS OF KALI will appeal to most ""underground"" horror viewers - some scenes may prove too much for the more mainstream viewer. Definitely Recommended - 8.5/10",1
"A beautiful shopgirl in London is swept off her feet by a millionaire tea plantation owner and soon finds herself married and living with him at his villa in British Ceylon. Although based upon the book by Robert Standish, this initial set-up is highly reminiscent of Hitchock's ""Rebecca"", with leading lady Elizabeth Taylor clashing with the imposing chief of staff at the mansion and (almost immediately) her own husband, who is still under the thumb of his deceased-but-dominant father. Taylor, a last-minute substitute for an ailing Vivien Leigh, looks creamy-smooth in her high fashion wardrobe, and her performance is quite strong; however, once husband Peter Finch starts drinking heavily and barking orders at her, one might think her dedication to him rather masochistic (this feeling hampers the ending as well). Still, the film offers a heady lot for soap buffs: romantic drama, a bit of travelogue, interpretive dance, an elephant stampede, and a perfectly-timed outbreak of cholera! *** from ****",1
"In what appears an attempt to mix drama and comedy, Manuel Gomez Pereira made this film, 'Things that make life worthwhile. ""It is not an original discovery, by many voice you have (quite off the pitch, by the way), but it departs somewhat from the norm in the Spanish cinema. The downside is that the elements forming the film are poorly combined, and while some points are not well developed, others are out of place. A day in the lives of two people close to the median age. It's basically what the movie Gómez Pereira. Jorge (Eduard Fernandez) is a stationary (parado) one which, despite load on your back with a drama major, seems willing to see things change. Only this explains his commitment to a minor could mean a turning point in its existence. In line with Audrey Tautou of 'Long dating' (Jean-Pierre Jeunet, 2004), Jorge says things like this to herself: ""if I find a coin before the corner that is now going to change my luck. "" Of course it finds it, begins to play 'Today could be a great day' (Hoy puede ser un gran dia)by Joan Manuel Serrat and in a few crosses on its way Hortensia (Ana Belen).She is another woman entry age, divorced and a little lonely. Take valeriana for sleeping, organizes birthday parties as an exemplary mother, said her belief in God and leads to a speed of homicidal mother. Hortensia is a woman of many contradictions in his behavior, life was going in his head driving data as ""70% of people fall in love only once in a lifetime"" and said although it is short of Jorge and unemployed and does not preclude the possibility that it is a ""sadistic"" sleeping in his shoulder in the cinema at the earliest opportunity. Later came a communion, a dance in the luxurious wedding banquet, the back of a car and other things that players seem to live unique experiences like that but end up doing quite heavy for the viewer. 'Things that make life worthwhile' debate between us is the drama of two adult persons who have no other that leads them to see where their strange relationship and, conversely, make us take the case as a comedy, focusing on things like a Chinese singing at a wedding (which seem to be amusing in itself) or the gait of a drunk person. The problem is that it does not leave us time to connect with the players, therefore we can not identify with the dramatic, and not give us a solid base comic too, leaving everything except pure joke. In the end, all mixed in a way that the viewer no longer know very well whether to laugh or mourn, and ends up not doing either. And it is true that something is not seen a thousand times, is not the kind of film that we find to bend every corner, but it is not sufficiently different or special as we want to do. Ana Belén (which apparently far less than the 53 years that has in this film) and Eduard Fernandez are two actors who are very enjoyable to see working, but this time it seems ready or comfortable enough in scenes that require him to break the calm that prevails in the film, so in moments like the ""accident"" with the children of the bar thing seems to be slipping from their hands. Perhaps a very dramatic change that has to do, but that is no excuse to lower our guard. In any case, both interpreters are erected easily the highlight of the function. 'Things that make life worthwhile' work only up to the modest level of entertainment. Any claim that is beyond that point has not been fulfilled, as a romantic comedy or dramatic as that, we presume, they wanted to do, can not afford to have little moments finished successful (beyond bad) as that in which one of the characters talk and laugh, lost drunk, compared to a boy who remains in a coma in part because of him. Neither do much for people like Rosario Pardo, making the typical friend launched whose biggest contribution to the film is the phrase ""must be screwed over,"" and songs from the soundtrack, though significant, not just fit. It is true that the film by Manuel Gomez Pereira has its hits (some of the moments involving Jose Sacristan), but the whole is a anodyne Story, a film with good intentions and a nice result when the better.",1
"Vampires, sexy guys, guns and some blood. Who could ask for more? Moon Child delivers it all in one nicely packaged flick! Gackt is the innocent Sho - who befriends a Vampire Kei (HYDE), their relationship grows with time but as Sho ages, Kei's immortality breaks his heart. It doesn't help that they both fall in love with the same woman. The special effects are pretty good considering the small budget. It's a touching story ripe with human emotions. You will laugh, cry, laugh, then cry some more. Even if you are not a fan of their music, SEE THIS FILM. It works great as a stand alone Vampire movie.<br /><br />9 out of 10",1
"Not the greatest film to remember Paul Naschy by.<br /><br />Gaston (Guillermo Bredeston) is probably the worst swordsman I have ever seen. Zorro would be ashamed! His only salvation came as the competition was just as bad.<br /><br />This film is described as adventure and horror. Forget the horror - there is none. No nudity, no blood, no monsters; just a Robin Hood adventure against an evil Baron (Paul Naschy) who wants to be King.<br /><br />The main feature of the film was seeing Graciela Nilson, who only made four films in two years and disappeared to our regrettable loss. Where did she go?",0
"Unlike endemol USA's two other current game shows (Deal Or No Deal and 1 vs. 100), the pacing in this show is way too slow for what is happening on the screen.<br /><br />DOND and 1 vs. 100 can get away with slow pacing because the games can change pace--or end--at any moment. There is risk involved in every action the player takes, the rewards are wildly variable, and it is difficult for the players to leave with a significant amount of money. Suspense is usually put to good use.<br /><br />Show Me The Money, on the other hand, is just too slow-paced. When a question is revealed and it is obvious that the player knows the correct answer, you can rest assured that absolutely nothing exciting will happen in the next few minutes. It would greatly help the pace of this show to reveal the correct answer FIRST, and THEN have the player select a dancer, instead of Shat wasting time talking about what will happen if the player gets an answer wrong when we all know they're right. The random dancing is filler that actually feels like filler. Too much time is wasted while not enough is happening... and the fact that players cannot choose to quit the game early guarantees that there WILL be a lot of time wasted.<br /><br />Oh, and I have NO interest in watching Shat shake his groove thang, especially right after I've eaten dinner.<br /><br />I am a lifelong game show fan, but even I had a lot of trouble sitting through an hour of this. It either needs major changes or early retirement.",0
"I have grown up pouring over the intertwined stories of the Wrinkle in Time Chronicles. My dream was that one day a screenwriter would come across their child sitting in a large sofa reading A Winkle in Time, and would think, what an amazing movie this would make. Sadly enough that screenwriter failed, changing characters, throwing in lame humor, and all out destroying the plot. I know that it is a hard task to change a well loved novel into a movie. But why can't you stay true to the book? Why must you change the way characters think and act? For those of you who have not read the book, pick it up, find a soft couch, and let your imagination run wild.",0
"RKO had a reputation for making folksy, homespun pieces of Americana.<br /><br />Anne Shirley (as Dawn O'Day) had been in films since she was a toddler. By 1933 she was in limbo - having played Ann Dvorak as a child in ""Three on a Match"" (1932) and a ""flower girl"" in both ""This Side of Heaven"" and ""The Key"" both in 1934. George Nicholls Jnr remembered Anne's work from a previous film and that's how she got this part. She also adopted Anne Shirley as her stage name. The memorable stories are there - Lady of Shallot in a leaky boat, the ""stolen"" brooch, the ""red hair"" incident. Anne was so right for the role of the chatty, heartwarming orphan. She was heartbreaking in her intensity, her eagerness to please and also her fiery temper. O.P. Heggie was wonderful as the understanding Matthew Cuthbert and Helen Westley was fine as the firm Marilla. Tom Brown was an excellent Gilbert Blythe. Gertrude Messinger, who had also been in films as a small child was fine as Diana Barry. Sara Haden proved she could play someone other than Aunt Millie in the Andy Hardy series, was Mrs. Barry.",1
"Although Super Mario 64 isn't like the rest of the games in the series, it is still a classic and is every bit as good as the old games. Games with this much replay value are few and far between. Plus, this game has so much variety. There are 15 levels each with several different tasks you can do, and many other hidden tasks. The game isn't very challenging, but its lack of challenge doesn't take away from the game at all. Once you beat it, you'll want to erase your game and start again. And its just as much fun the second time, or third time, or two hundredth time. A must own for any Nintendo 64 owner, and is a reason in itself to own a Nintendo 64.",1
The story and the characters were some of the best I've ever seen. the graphics were good for the PS and the cut scenes and voice overs were amazing. I beat the game at least 3 times and loved every second of it. I felt the problems the protagonist faced were believable and realistic and i believe it deserves a sequel. or at least a remake. If they remade it for the ps3 i would buy the system for just that game and maybe mgs4 its amazing also the idea and execution of the dragoon system is enough to warrant a rental and on top of that ad the inventive although sometimes cheating(stupid buster wand) combat addition system and the plot makes this game a definite buy.,1
"There are two groups of people...those who love every Fellini movie they see and normal people. While I will admit that I have really enjoyed some of his films, I can also honestly say that I can't stand some of them. My opinion, by the way, is not just some knee-jerk reaction--I have seen most of Fellini's films and have also seen many films by the world's most famous directors. With this in mind, I feel that the most overrated and annoying directors can be both Godard and Fellini. They both have delighted in the bizarre and often unwatchable and yet have received gobs of accolades from reviewers and the ""intelligensia"", while the average person would never sit through some of their films. Heck, even a person who loves international cinema would generally be left out in the cold when seeing some of these films. So, since only a small clique actually watches their films and they are already predisposed to seeing the directors as geniuses, it's not surprising that their films are so often praised--it's like a cult! If you don't believe me, think about many of Godard's films such as FIRST NAME CARMEN or ALPHAVILLE,...or what about FELLINI SATYRICON or JULIET OF THE SPIRITS? These films abound with boredom, weirdness and incomprehensibility. Now I am NOT saying a film can't be weird (after all I love HAPPINESS OF THE KATAKURIS and SHAOLIN SOCCER), but it must be watchable!<br /><br />Now on to this movie. Somehow, Fellini has managed to make a story about a sexually compulsive man completely boring and unsexy. This is no small task--it took a lot of work to make this so unwatchable. Instead of cheap sexual thrills, the sex acts are choreographed in a silly and annoying way while the character of Casanova is buried under so much makeup and prosthetics that Donald Sutherland looks like a ghoul. I know some of this must have been Fellini's intention, but many viewers will be left completely bored by this sterile performance--especially since Sutherland's lines are all poorly dubbed into Italian and so he neither looks nor sounds like himself! Unfortunately, when the movie is not wrapped up in these boring sexual escapades, there really isn't anything else to watch.<br /><br />An interesting note about the first sexual conquest shown in this dull movie is that the actress looks amazingly like a younger version of Fellini's wife, Giulietta Masina. Considering that in addition to this, that in previous decades Fellini had Masina play characters such as a prostitute and a horribly abused woman, it seems like he may have truly hated his wife and was having this acted out on screen. I read a bit about them and their tempestuous relationship and it seems to bear this out as well. This is about the only aspect of this turgid film that I found at all interesting. Don't say I didn't warn you!",0
"To all the miserable people who have done everything from complain about the dialogue, the budget, the this and the that....who wants to hear it? IF you missed the point of this beyond-beautiful movie, that's your loss. The rest of us who deeply love this movie do not care what you think. I am a thirthysomething guy who has seen thousands of movies in my life, and this one stands in its own entity, in my book. It was not supposed to be a documentary, or a completely factual account of what happened that night. It is the most amazing love story ever attempted. I know that it is the cynical 90's and the millennium has everyone in a tizzy, but come on. Someone on this comments board complained that it made too much money! How lame is that? It made bundles of money in every civilized country on the planet, and is the top grossing film in the planet. I will gladly side with the majority this time around. Okay, cynics, time to crawl back under your rock, I am done.",1
"This has got to be the worst horror movie I have ever seen. I remember watching it years ago when it initially came out on video and for some strange reason I thought I enjoyed it. So, like an idiot, I ran out to purchase the DVD once it was released...what a tragic mistake! I won't even bother to go into the plot because it is so transparent that you can see right through it anyhow. I am a fan of Herschell Gordon Lewis so I am accustomed to cheesy gore effects and bad acting but these people take this to a whole different level. It is almost as if they are intentionally trying to make the worst movie humanly possible...if that was their goal, they suceeded. If they intended to make a film that was supposed to scare you or make you believe in any way, shape, or form that it is real then they failed...MISERABLY! Avoid this movie...read the plot synopsis and you've seen it!",0
"I remember liking this more than Nausicaa of the valley of the winds at an age when that tone of story was too serious for me. Laputa, whose title seems to have affected its release in the U.S. to avoid confusion to its wide Hispanic audiences, has the cartoonish knack of the director's debut production Conan. In fact, Pazu has the thick bones and immortal vitality of Conan--who jumped off a thousand stories carrying his girl in his arms and landed on his feet, then started running. This makes him the most animated and pleasing character to watch. The techie fans of Nausica may be disappointed by the flying bugs and the retro technology through out Laputa--the only exception may be the robot. Unlike Princess Mononoke and Valley of the Winds, the theme in Laputa is not directly connected to environmentalism. If it has a theme at all it's anti-warfare. The importance of living naturally--this is related with the flying castle, is dismissably shortly discussed, and not really followed through. Overall, I now regard the piece as being at an intersection between feel-good and corny.",1
"Pinjar by Mr dwivedi is an awesome movie. Its definitely the greaest and finest of 2003. There are very good performances in it. Dwivedi knows what he can extract from MAST Urmila. she is like u have never seen before. one true great performance. along with her is a fine actor Manoj bajpai, who has shown bollywood what he is with Bhiku Mhatre. The movie is about a girl(Urmila) living in Pre-partition pakistan. she is from a punjabi family livin in a small town. she is been kidnapped by a muslim guy as a part of a going-on-for-years kinda fight with the punjabi family. and then follows a series of twists and turns as urmila's arranged marriage is due in few days. this movie is truly a very good movie. the storyline is solid with an amazing screenplay. all the performances like lillete dubey, isha koppikar (u wont believ but she can act as well besides jus dancin on Khallas), kulbhushan kharbanda and many more. those sets with pre-partition pakistan, costumes, cinematography, sound, background score add to the positive points. from the start till the end u r stuck to u'r seat with the question whats next? this movie is not jus worth watchin but deserved to be a part of your movie collection. the ultimate scene is the end of the movie. i would suggest all those No-Kabhi-Khushi-Kabhi-gum-and-No-Dil-To-Pagal-Hai crowd to watch this amazing flick. my rating: 10/10.",1
"Saxophonist Ronnie Bowers (Dick Powell) wins a studio contract and goes to Hollywood. He stays at Hollywwod Hotel (of course). At the same time big egotistical star Mona Marshall (Lola Lane) has a tantrum and refuses to attend the premiere of her new picture. In a panic the studio hires lookalike Virginia (Rosemary Lane) to impersonate her and have Bowers take her to the premiere NOT telling him it's not Marshall. Naturally they fall in love. You can pretty much figure out the rest of the plot yourself.<br /><br />The plot is old (to put it nicely) but Powell and Rosemary Lane make a very likable pair and have beautiful singing voices. The score is good (highlighted by ""Hooray for Hollywood"") and director Busby Berkeley shows off his unique visuals in a really fun drive-in musical sequence (with Edgar Kennedy doing his patented slow burn). Also Glenda Farrell has a few funny bits as Monas sister Jonesie.<br /><br />Still the movie isn't that good. The rest of the cast mugs ferociously and most of the humor is just not funny. Lola Lane especially is just lousy trying to play Mona for comedy. Also there is racism--a stereotypical black maid is played for laughs and there's some truly appalling racist ""humor"" at one point. That's probably what keeps this off TV most of the time. I realize it was accepted at the time but it comes across as revolting today.<br /><br />All in all a so-so movie with some serious problems helped by a good cast and some great songs. I give it a 7.",1
"""Women? They're all scrubbers...!"" <br /><br />No, not a good translation; not at all! This lags behind the previous year's ""Dad's Army"", entirely missing the special, small-screen magic of the seminal television sitcom original, and failing to play interestingly at all with the big screen... you could just about say that this film well represents a Britain entering decline, and more precisely even than that, a *British film industry* entering decline. And that is hardly a recommendation, is it? To be an exemplar of saddening folly...<br /><br />All that remains after the subtlety of the TV original has been surgically stripped away, by Cliff Owen, Galton and Simpson are: endless, dilapidated musical cues, yawn, from the Ron Grainer theme... bolstered sentimentality (that shoddy, thick-eared ending... how much bolder does the second Steptoe film seem in comparison) an increased seediness - with director and writers seemingly detaching themselves completely - fully applicable to something like the 'misbegotten monstrosity' (yours truly on this site) from 1973, ""The Mutations"". There is a strangely botched, cut-adrift tone about the scene where Harold is beaten up in a rugby club, that I partly hate and recoil it (so far, as a friend intimated, from the mood of the TV series...), but this at least seems an original slant, and emblematic of tensions just rising to the boil in the Britain of 1972... There is, however, an implied prostitute, aye of a 'heart-of-gold' who turns loose woman-traitor 'pon poor auld 'Arold - and beyond-caricature writing of the 'class' element; not to mention, surprisingly misjudged performances from the usually redoubtable leads. Brambell and Corbett collude with the script, and indeed fail to cure it of an essential ham. What would Anthony Aloysius Hancock have made of it all...? I will merely concede that a few moments just about work - chiefly those where G & S play things a little more carefully and B & C touch tenderer nerves - and it is not on the whole an unwatchable affair. <br /><br />But, and oh, how this pains me to say it: it is tiresome, boring, both wilfully detached from reality and what made the TV series great, and also fully in tune with the lazy, tawdry, misogynist 'fuck it, that'll do...' actuality of much of what was allowed to pass for mainstream film-making in the Britain of the time.",0
"I had high expectations following ""My Beautiful Laundrette"", ""Bend it like Beckham"" and (less so) ""East is East"". The histories of British Asians fitting into their adopted home has had many good runs on the big screen, as well as a number of excellent TV and radio series (Goodness gracious me, etc). This one falls flat. Inspite of a good start it rapidly went down hill.<br /><br />Ultimately this was a horribly typical BBC effort, complete with strong regional accents, whacky over-acting characters, a ""those were the days"" soundtrack, and lots of ""issues"" in an attempt to be worthy.<br /><br />I found myself cringing at many points during this film. The writing is predictable. Every possible cliche was dragged out and aired. In fact, I have trouble thinking of any cross-cultural/cross-generational devices that could have been used that weren't. The characters were thin and cliched: the eccentric non-conformist minister; the well meaning but ultimately racist old woman; the over weight, overbearing aunt; the pushy Indian parents; the working class neighbour; the 'wise' profound grandmother; the motorbike riding thug. The script was weak, with every chance to shock the audience with overt racist dialogue from the two dimentional racist white characters taken. And why it had to be set in the 70's (apart from needing an excuse for a 70's soundtrack) is a mystery. Possibly it make unbelievable characters slightly more believable to people born after 1979. I don't know.<br /><br />Even these things aside, good acting could have carried this into respectable obscurity. Instead, the usual ""BBC comedy"" suspects were wheeled out to ham it up. ""Bend it like Beckham"" had far better comic acting (and serious acting, in fact) than this, with a virtually unknown cast.<br /><br />In summary, a lazy cliched script, over acted, in a dull predictable story. Give it a miss.<br /><br />",0
"Let me start off by saying that this doesn't seem or feel like a movie. It seems like just another TV show about popular girls and boys with no real film language top back it up.<br /><br />The camera angles are so straight forward that the story is told the simplest way possible never making the public connect with it. This film takes us to where no movie I've seen has done before: to a realm where the Film Theater becomes a warm medium giving the public every element of interpretation. Too obvious. The large movie screen is only used as an enlarged TV from where we can see every attribute of these women in a larger than life manner.<br /><br />Lately it seems that young directors are compromising the Art of film making for sales. This is very scary. The industry is spoiling the art in movies. We must educate ourselves and our children about what cinematography and its language are really about. Not just sales and entertainment, but a way to communicate feelings, passions and even culture. Not as a launching platform for young divas and jocks.",0
"The storyline was okay. Akshay Kumar was good as always and that was the only good thing about the movie. Kareena Kapoor looked bad. There was so hue and cry over her size zero but she did not looked good leaner. I don't know why the hell did Anil Kapoor accepted such a bad role. There was nothing much to do for him in the movie. Just because it is a Yashraj film does not means that an actor should accept the role however bad it is. Said Ali khan was alright. I think that it is high time that Indian directors and producers start thinking of Indian customers as intelligent lot. What are we ? fools!!!! What do they think, they will show 2 men taking on a SWAT squad to teeters and we will believe them. Is the Indian police so stupid that they are trying to nab some criminals.... they take an entire squad of 100 + policemen and no one was there to surround the palace. The action was crap and I have never seen such bad action. Akshay Kumar was between a circle of 30-40 policemen all shooting at him..... and he shooting back at them. None of the policemen's bullet touched him but he killed all the policemen. Crap. CRAP.<br /><br />I think the fight director who thought of this scene should take retirement.<br /><br />I strongly recommend NOT TO SEE THIS MOVIE.",0
"Matt Saunders (Luke Wilson) thinks he has found the perfect woman in Jenny Johnson (Uma Thurman), who seems like a quiet but pretty woman, though he soon learns that she's needy and possessive, oh, and she's also the superhero G-Girl, though you wouldn't know it from the things she does to Matt after he freaks out and breaks up with her.<br /><br />A promising premise is ruined by a mediocre execution. My Super Ex-Girlfriend is still an enjoyable comedy however it relies too much on cheap sex jokes and it ends up being a forgettable experience. What went wrong? The cast and the director could not overcome the weakness of the script and I didn't like the way they played it out. I was expecting the guy to be a jerk and it could have been a female fantasy revenge film. However, they made the guy likable and they made the superhero a psycho. It just wasn't very fresh and after about forty minutes, the film wore out it's welcome. Sure, there were a few funny lines however the weak middle and horrible ending kept it from really breaking out.<br /><br />Director Ivan Reitman has lost his touch. After a successful run in the eighties and early nineties, he started making crap like Evolution and Father's Day. I wouldn't say My Super Ex-Girlfriend is a complete bust but I don't give him credit for any of the quality the movie holds, which isn't too much. Don Payne did an awful job with the screenplay. The majority of the jokes were lame and most of the supporting characters were just one-note. He also kept reusing a lot of the same jokes making the thing really tedious at times.<br /><br />A few of the actors were good enough to save the film. Uma Thurman was great as G-Girl and she had many funny lines. Luke Wilson was a bit pale and not very interesting. I don't think he makes for an appealing leading man and he's better in supporting roles like in The Family Stone. Anna Faris was just doing her ""Scary Movie"" routine and it's getting a little old. She needs a challenge or at least some better scripts. Wanda Sykes is either hit or miss for me. She was great in Monster-In-Law and she was bad in Clerks 2. Here, she is just annoying and doesn't bring anything to the movie. Eddie Izzard was alright, nothing special. Rainn Wilson was just annoying and not funny. Overall, I was disappointed with the movie. It wasn't awful yet it had so much potential and the final result was just so average. Rating 5/10",0
